,User,CARD INDEX,Retailer ID,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
3981,1297,1,24,4299508349741779,09/2021,579,YES,2,$1462,04/2002,2013,No
3982,1297,2,29,4569310605904110,07/2021,990,YES,2,$58,02/2011,2011,No
3983,1297,3,11,5488342944613905,03/2011,880,YES,2,$142,03/1999,2014,No
3984,1298,0,24,4843491272960882,01/2017,625,YES,1,$18105,08/2012,2012,No
3985,1298,1,20,4417513283605637,04/2014,84,YES,1,$10900,07/2002,2013,No
3986,1298,2,21,4419924074647230,12/2021,1,NO,1,$12800,09/2007,2011,No
3987,1299,0,24,4058050157220596,03/2020,102,YES,1,$2670,01/2011,2011,No
3988,1299,1,7,5873495069998579,10/2018,162,YES,2,$14700,05/2012,2012,No
3989,1299,2,17,5808136548740017,07/2023,131,YES,1,$100,01/2020,2020,No
3990,1300,0,11,5351705189279027,12/2021,895,YES,2,$1680,01/2020,2020,No
3991,1301,0,24,4574140981154350,08/2016,627,YES,1,$18579,09/2015,2015,No
3992,1301,1,7,5595598905079193,09/2021,15,YES,1,$13200,07/2010,2010,No
3993,1301,2,1,381186607769548,04/2023,440,YES,2,$1900,02/2020,2020,No
3994,1301,3,20,4844474344137395,07/2024,601,YES,2,$17100,08/2011,2011,No
3995,1302,0,24,4522536096309018,10/2015,832,NO,1,$16820,05/2014,2014,No
3996,1302,1,1,340488847692793,02/2022,91,YES,1,$12000,10/2010,2014,No
3997,1303,0,11,5936146704569186,10/2018,616,YES,1,$21357,03/2015,2015,No
3998,1303,1,12,5382896062305963,11/2022,543,YES,1,$22964,07/2005,2011,No
3999,1303,2,13,5063833404835994,12/2024,954,YES,1,$16769,01/2020,2020,No
4000,1303,3,20,4677022173671023,06/2016,438,YES,1,$10100,11/2010,2010,No
4001,1304,0,24,4266071650368100,12/2024,345,YES,1,$20773,04/2013,2013,No
4002,1304,1,1,337714799695315,01/2022,540,YES,1,$15300,04/2005,2012,No
4003,1304,2,11,5758058384603555,01/2023,365,YES,2,$11160,07/2010,2010,No
4004,1304,3,17,5279859317968599,12/2022,265,YES,2,$110,06/1999,2017,No
4005,1304,4,25,4762407160723213,06/2024,115,YES,2,$8766,09/2010,2020,No
4006,1304,5,18,5231369185894594,01/2021,156,YES,2,$95,10/1998,2012,No
4007,1305,0,20,4985248597765518,11/2020,814,YES,2,$9100,09/2008,2015,No
4008,1305,1,11,5983398661297116,10/2010,300,YES,2,$15441,09/2009,2009,No
4009,1305,2,12,5382214816700100,04/2019,291,YES,2,$12021,05/2004,2014,No
4010,1305,3,13,5662897470767553,05/2023,180,YES,1,$8887,08/2007,2014,No
4011,1306,0,17,5342080744210119,05/2023,335,YES,1,$77,03/2011,2011,No
4012,1306,1,7,5957980518521489,07/2024,963,YES,1,$22500,10/2006,2008,No
4013,1306,2,11,5932193694740182,02/2010,963,YES,1,$19600,10/2007,2015,No
4014,1306,3,12,5166666850423125,09/2020,693,YES,2,$40019,08/2010,2017,No
4015,1306,4,13,5360731476529064,12/2023,898,NO,2,$64321,01/2004,2007,No
4016,1307,0,24,4298987544338030,03/2020,757,YES,1,$16731,06/2014,2014,No
4017,1307,1,7,5398766323081099,06/2022,391,YES,2,$8800,07/2008,2008,No
4018,1307,2,25,4514910575649849,07/2019,398,YES,1,$12764,07/2006,2009,No
4019,1307,3,26,4224737440603281,02/2022,580,NO,1,$7943,08/2002,2005,No
4020,1307,4,27,4580608927025365,01/2007,312,YES,2,$18089,06/2004,2009,No
4021,1308,0,5,6640823761249853,01/2020,41,YES,1,$13800,01/2020,2020,No
4022,1308,1,24,4808189634285184,02/2020,6,YES,2,$20134,01/2020,2020,No
4023,1308,2,17,5675120465436915,03/2021,779,YES,2,$55,01/2020,2020,No
4024,1308,3,11,5595112515226586,02/2020,994,YES,2,$9279,01/2020,2020,No
4025,1308,4,12,5615383905529869,08/2021,586,NO,2,$21449,02/2020,2020,No
4026,1309,0,5,6694401699327793,12/2011,712,YES,1,$16500,10/2011,2011,No
4027,1309,1,24,4617983811742101,03/2023,469,YES,2,$9335,06/2010,2010,No
4028,1309,2,25,4041929159891556,04/2023,622,YES,2,$14079,07/2004,2015,No
4029,1310,0,24,4448354145874788,02/2020,333,YES,1,$10367,02/2020,2020,No
4030,1310,1,1,329374832925921,05/2024,926,YES,1,$8200,07/2003,2012,No
4031,1310,2,11,5932626353957306,06/2020,709,YES,2,$13350,02/2006,2011,No
4032,1311,0,1,346838160027794,11/2020,335,YES,1,$10200,02/2001,2011,No
4033,1311,1,24,4646403746633735,04/2015,115,YES,1,$22648,01/2008,2015,No
4034,1312,0,11,5365244955303244,03/2020,523,NO,1,$17717,01/2011,2011,No
4035,1312,1,20,4841107746635167,02/2014,91,YES,1,$8300,07/2002,2013,No
4036,1312,2,24,4983998587312958,01/2009,204,YES,2,$25719,07/2008,2010,No
4037,1313,0,7,5301383536207357,09/2022,114,YES,1,$13200,07/2008,2017,No
4038,1313,1,20,4627450737727003,03/2019,306,YES,2,$12500,05/2017,2017,No
4039,1313,2,1,314069788408541,10/2019,760,YES,1,$15400,07/2009,2017,No
4040,1313,3,5,6743630812425986,02/2020,577,YES,2,$13900,02/2020,2020,No
4041,1313,4,11,5019087087012500,03/2020,735,YES,1,$16681,05/2002,2011,No
4042,1313,5,21,4995171731187347,07/2024,745,YES,1,$11800,06/2009,2012,No
4043,1314,0,29,4093550614245542,09/2021,874,YES,1,$57,01/2020,2020,No
4044,1314,1,11,5369571154373540,04/2021,867,YES,2,$10573,02/2020,2020,No
4045,1314,2,24,4039007832059779,04/2022,99,YES,1,$17499,02/2020,2020,No
4046,1315,0,11,5867037533677009,09/2020,272,YES,1,$20015,12/2006,2006,No
4047,1315,1,12,5336725167428422,10/2020,773,YES,2,$9707,05/2007,2009,No
4048,1315,2,7,5384043758789033,05/2022,151,YES,2,$3400,12/1992,2007,No
4049,1316,0,1,346401453739759,07/2023,552,YES,1,$5300,08/2013,2013,No
4050,1316,1,11,5742781603234912,03/2018,376,YES,2,$22789,11/2015,2015,No
4051,1316,2,12,5468889618070155,03/2024,110,YES,2,$13193,02/2014,2014,No
4052,1317,0,5,6329791307366566,09/2023,617,YES,1,$1700,07/2005,2010,No
4053,1317,1,20,4139421068502757,12/2017,782,YES,1,$9000,03/2001,2009,No
4054,1318,0,17,5337242427884909,07/2020,389,YES,2,$79,01/2011,2011,No
4055,1318,1,18,5909236244923272,01/2019,964,YES,1,$87,11/2008,2008,No
4056,1318,2,24,4812303101695566,11/2017,113,YES,2,$11254,04/2009,2009,No
4057,1318,3,25,4005670530527551,03/2023,434,NO,1,$11344,04/2007,2007,No
4058,1319,0,17,5535901079667192,02/2020,480,NO,1,$50,01/2005,2013,No
4059,1319,1,11,5793881452789121,06/2019,784,YES,2,$1213,01/2010,2010,No
4060,1320,0,11,5399594843051418,08/2023,813,NO,1,$29219,06/2012,2012,No
4061,1320,1,12,5494762880839686,03/2020,915,YES,1,$17907,02/2013,2013,No
4062,1320,2,24,4874419326645327,10/2023,768,YES,2,$24298,03/2011,2011,No
4063,1320,3,7,5785799753329600,07/2023,527,YES,1,$11700,10/2008,2011,No
4064,1320,4,25,4145833750383667,07/2003,790,YES,2,$16227,02/1999,2015,No
4065,1320,5,26,4573674903451245,12/2021,611,YES,2,$7495,05/2004,2005,No
4066,1320,6,27,4972542983783758,03/2020,383,YES,2,$2210,02/2011,2014,No
4067,1321,0,20,4072857770457665,06/2022,889,YES,2,$17300,01/2020,2020,No
4068,1321,1,11,5118561237234384,08/2021,568,YES,2,$3334,02/2020,2020,No
4069,1322,0,11,5818148628470967,02/2024,296,NO,2,$10040,02/2010,2010,No
4070,1322,1,20,4657798649903405,06/2024,703,YES,2,$8500,10/2010,2018,No
4071,1323,0,11,5714757950966275,09/2020,805,YES,1,$11646,03/2019,2019,No
4072,1323,1,20,4526538061468985,03/2020,180,YES,1,$6900,05/2011,2011,No
4073,1323,2,12,5986384191582569,10/2014,786,YES,2,$8230,12/2007,2014,No
4074,1324,0,7,5720852309018318,11/2023,885,YES,1,$4400,05/2007,2014,No
4075,1324,1,11,5524436846278703,07/2020,697,YES,2,$8638,04/2004,2014,No
4076,1324,2,5,6268030188636337,09/2020,717,YES,2,$4700,03/2010,2011,No
4077,1324,3,20,4203303995031482,01/2024,367,YES,2,$4100,09/2009,2009,No
4078,1325,0,20,4302044080999932,11/2020,699,YES,1,$8900,02/2005,2010,No
4079,1325,1,24,4039102830415529,04/2017,14,YES,1,$3905,12/2009,2010,No
4080,1325,2,25,4214048661117547,07/2022,799,YES,2,$18744,01/2000,2010,No
4081,1325,3,21,4108680950969751,08/2012,988,NO,2,$5400,01/2009,2011,No
4082,1325,4,26,4554800858688588,11/2011,867,NO,1,$14507,04/2007,2010,No
4083,1326,0,20,4562875268182118,02/2020,630,YES,2,$8700,06/2015,2015,No
4084,1326,1,7,5745606898714105,06/2022,753,YES,2,$10600,05/2008,2019,No
4085,1327,0,24,4921241302048112,10/2023,631,YES,1,$11510,12/2012,2012,No
4086,1327,1,11,5427223810289124,06/2013,962,YES,1,$15765,11/2009,2009,No
4087,1327,2,29,4148892255805747,02/2023,546,YES,1,$56,05/2009,2010,No
4088,1327,3,20,4328552729246712,12/2021,102,YES,1,$7300,02/2006,2013,No
4089,1327,4,21,4238757840498542,12/2022,551,YES,2,$8500,02/2015,2015,No
4090,1327,5,1,345841340861008,08/2014,854,YES,1,$7500,05/2010,2011,No
4091,1327,6,2,376643401959954,04/2022,75,YES,2,$5900,04/2009,2009,No
4092,1327,7,22,4273861353237930,11/2021,246,YES,1,$13600,03/2009,2013,No
4093,1327,8,7,5955551281858493,01/2024,860,YES,2,$10700,11/2006,2010,No
4094,1328,0,11,5981688151498054,04/2023,148,NO,1,$6424,09/2000,2012,No
4095,1328,1,24,4093339040695481,08/2020,907,YES,2,$14248,09/1999,2010,No
4096,1328,2,7,5341478430944116,06/2016,222,YES,2,$5400,03/2016,2016,No
4097,1329,0,11,5694959357776627,11/2023,837,YES,2,$13448,07/2007,2011,No
4098,1329,1,17,5761593258077977,01/2020,590,YES,2,$44,05/2009,2013,No
4099,1329,2,20,4956561609097121,02/2020,521,YES,2,$11300,07/2007,2007,No
4100,1329,3,24,4946047116321440,11/2012,975,YES,1,$30622,08/2009,2009,No
4101,1330,0,11,5887795279651150,08/2009,708,YES,2,$12241,05/2008,2008,No
4102,1330,1,7,5642012409120694,08/2018,823,YES,2,$6200,10/2012,2012,No
4103,1330,2,5,6066458178590339,08/2023,653,YES,1,$9500,02/2001,2014,No
4104,1330,3,12,5936158679461560,06/2012,407,YES,2,$23042,09/2011,2013,No
4105,1330,4,13,5897249041445571,02/2021,103,YES,2,$19019,05/2007,2011,No
4106,1330,5,20,4960827175990590,11/2020,947,NO,2,$2200,12/2005,2008,No
4107,1330,6,21,4929393429782613,10/2021,648,YES,1,$13700,02/2005,2012,No
4108,1331,0,20,4265738429688779,03/2023,740,NO,2,$13500,01/2020,2020,No
4109,1331,1,7,5318920143610643,03/2021,389,YES,2,$7800,01/2020,2020,No
4110,1331,2,1,358973431417109,06/2024,874,YES,1,$13300,02/2020,2020,No
4111,1331,3,11,5443778159540147,09/2020,232,YES,1,$24665,02/2020,2020,No
4112,1331,4,12,5493715627792702,04/2023,704,YES,2,$28648,02/2020,2020,No
4113,1332,0,5,6835050350545859,06/2024,658,YES,1,$7000,02/2006,2019,No
4114,1332,1,24,4758003951001274,12/2010,604,YES,1,$1324,09/2006,2013,No
4115,1332,2,11,5151644017893999,11/2017,999,YES,2,$8950,12/2010,2018,No
4116,1333,0,24,4887374207803058,01/2020,756,YES,2,$43186,01/2020,2020,No
4117,1333,1,11,5739105038876054,12/2022,372,YES,1,$56434,02/2020,2020,No
4118,1334,0,5,6784378675449742,10/2020,364,NO,2,$10000,07/2006,2008,No
4119,1334,1,7,5997976310447187,07/2024,645,YES,1,$21300,10/2001,2015,No
4120,1334,2,11,5445308987864903,10/2021,190,YES,1,$18281,08/2009,2009,No
4121,1334,3,12,5949659577533309,05/2020,808,YES,2,$13297,09/2009,2011,No
4122,1334,4,13,5658039288966447,10/2024,549,YES,2,$3485,07/2008,2011,No
4123,1335,0,17,5295801511323408,04/2020,135,YES,2,$54,11/2009,2009,No
4124,1335,1,1,302031764623099,11/2020,654,YES,2,$9900,02/2020,2020,No
4125,1335,2,11,5398962399583431,07/2020,114,YES,1,$8257,02/2020,2020,No
4126,1336,0,11,5457266267877380,07/2023,138,YES,1,$29078,12/2008,2009,No
4127,1336,1,17,5579600195785019,04/2024,50,YES,2,$59,04/2009,2009,No
4128,1336,2,12,5154358829015666,03/2022,153,YES,1,$27534,05/2011,2011,No
4129,1337,0,24,4365224312490795,05/2022,190,YES,2,$21652,12/2005,2012,No
4130,1338,0,11,5714691469447873,07/2020,319,YES,2,$19919,04/2012,2012,No
4131,1338,1,12,5988682255641837,11/2022,66,YES,2,$24272,11/1999,2011,No
4132,1338,2,13,5944674876283297,08/2024,993,NO,1,$23805,02/2020,2020,No
4133,1338,3,1,347182989454327,07/2012,755,YES,2,$13800,02/2010,2010,No
4134,1338,4,17,5127422537618977,10/2020,947,NO,2,$27,12/2001,2017,No
4135,1338,5,24,4227482000380763,07/2022,795,YES,2,$4653,09/2000,2007,No
4136,1338,6,7,5116834896067442,02/2020,635,YES,2,$9900,01/2020,2020,No
4137,1339,0,17,5138905290496526,07/2024,348,YES,2,$34,02/2010,2011,No
4138,1339,1,11,5379424877140939,01/2016,683,YES,2,$11861,11/2007,2013,No
4139,1339,2,24,4175643298974575,02/2022,790,YES,2,$27382,06/2009,2014,No
4140,1339,3,7,5931001528763541,12/2018,471,YES,2,$27600,05/2013,2013,No
4141,1340,0,24,4847424526739159,02/2020,326,YES,2,$4906,05/2008,2008,No
4142,1340,1,11,5952597489933830,05/2020,895,YES,2,$1993,09/2004,2014,No
4143,1341,0,1,355173462104949,02/2020,172,YES,1,$14800,02/2020,2020,No
4144,1341,1,11,5062306533983208,03/2023,742,YES,2,$2593,02/2020,2020,No
4145,1342,0,20,4696206742094892,09/2021,52,YES,2,$0,04/2000,2011,No
4146,1342,1,11,5673928924089109,07/2016,821,YES,2,$0,01/2004,2008,No
4147,1343,0,7,5035264823390216,05/2009,456,YES,1,$14900,07/2007,2008,No
4148,1343,1,24,4783291966220802,03/2022,215,YES,2,$15720,08/2005,2011,No
4149,1343,2,11,5683543220441253,07/2020,750,YES,2,$9165,05/2010,2010,No
4150,1343,3,12,5911738030583603,06/2021,479,YES,2,$13322,05/2010,2010,No
4151,1343,4,25,4711207147444250,07/2023,641,YES,2,$11528,11/2007,2013,No
4152,1344,0,1,372011647566495,12/2022,533,YES,1,$9600,01/2020,2020,No
4153,1344,1,11,5980522152211543,02/2020,92,YES,2,$13573,02/2020,2020,No
4154,1345,0,24,4689169737232285,05/2022,44,YES,1,$11608,01/2020,2020,No
4155,1345,1,11,5546505776191834,10/2024,791,YES,1,$23699,02/2020,2020,No
4156,1345,2,7,5717740258290130,09/2022,312,YES,1,$7700,01/2020,2020,No
4157,1345,3,12,5691973692138971,01/2019,434,NO,2,$6754,07/2009,2010,No
4158,1345,4,20,4715212743807294,02/2021,636,YES,1,$3500,02/2020,2020,No
4159,1345,5,25,4785940182637905,03/2020,305,YES,1,$14793,02/2020,2020,No
4160,1346,0,11,5236033792855943,11/2024,681,YES,2,$44885,08/2011,2020,No
4161,1347,0,7,5662784777670002,12/2020,195,YES,2,$14000,09/2009,2011,No
4162,1347,1,24,4388439055637377,02/2018,457,YES,2,$18494,10/2005,2007,No
4163,1347,2,20,4969698736410401,03/2024,329,YES,2,$14700,10/2009,2011,No
4164,1347,3,17,5751736349751599,05/2020,682,YES,1,$69,05/2015,2015,No
4165,1348,0,11,5545102087160727,02/2020,128,YES,1,$22234,01/2020,2020,No
4166,1348,1,20,4806703657992318,02/2023,394,YES,1,$3600,01/2020,2020,No
4167,1349,0,24,4762069063483783,03/2023,474,YES,2,$26255,01/2011,2011,No
4168,1349,1,11,5129852007248820,03/2020,581,YES,2,$5500,04/2007,2013,No
4169,1349,2,25,4757843891969384,12/1997,672,YES,1,$12323,12/1996,2011,No
4170,1349,3,7,5277514275369878,01/2024,175,YES,2,$7100,04/2012,2012,No
4171,1350,0,29,4910995927794188,09/2010,581,YES,2,$37,08/2008,2009,No
4172,1351,0,7,5253258810503866,01/2024,847,YES,1,$19100,03/2008,2009,No
4173,1351,1,8,5151057837968132,01/2021,303,YES,2,$11600,08/2008,2012,No
4174,1352,0,24,4339137888179152,06/2014,503,YES,2,$8144,12/2011,2012,No
4175,1352,1,29,4897762471214014,06/2024,599,YES,2,$53,02/2020,2020,No
4176,1352,2,20,4021220662934810,02/2020,943,YES,2,$8000,02/2020,2020,No
4177,1352,3,11,5341022658860517,12/2024,542,YES,1,$11919,03/2016,2016,No
4178,1352,4,12,5237861402927606,01/2022,536,YES,1,$17889,02/2012,2012,No
4179,1353,0,5,6784663816408216,10/2022,850,YES,2,$6300,12/2006,2006,No
4180,1353,1,20,4968397264653215,06/2021,571,YES,2,$7900,10/2003,2006,No
4181,1353,2,11,5006759821122988,06/2020,152,YES,2,$7995,09/2006,2006,No
4182,1354,0,7,5023190732647203,01/2022,785,YES,1,$7900,04/2002,2013,No
4183,1354,1,1,344075477910403,10/2022,808,YES,1,$5900,03/2015,2015,No
4184,1354,2,11,5243433372742995,01/2020,279,YES,1,$18200,07/2010,2010,No
4185,1354,3,12,5414951977172238,01/2022,674,YES,1,$16502,10/2010,2010,No
4186,1354,4,24,4111163314027068,04/2023,851,YES,1,$16726,06/2011,2011,No
4187,1355,0,24,4011874239423525,09/2024,337,YES,2,$4140,01/2020,2020,No
4188,1356,0,1,364268721229101,10/2014,60,YES,1,$9000,08/2006,2016,No
4189,1356,1,11,5620945785367038,12/2022,723,YES,1,$12868,06/2008,2011,No
4190,1356,2,12,5932422810479250,02/2020,180,YES,1,$27773,06/2009,2012,No
4191,1357,0,7,5866750746796733,01/2014,754,YES,1,$16400,11/2008,2008,No
4192,1357,1,20,4812182592435267,02/2022,213,YES,1,$13000,01/2018,2018,No
4193,1357,2,24,4326462005421386,09/2022,83,YES,1,$16465,02/2011,2011,No
4194,1357,3,8,5881351669070746,03/2021,834,YES,2,$9000,10/2004,2011,No
4195,1357,4,11,5648768892251580,10/2024,862,YES,2,$14961,07/2009,2015,No
4196,1357,5,25,4213518971978552,08/2023,66,YES,1,$19791,10/2003,2014,No
4197,1357,6,12,5375421607189929,07/2016,213,YES,1,$15771,07/2008,2016,No
4198,1357,7,13,5706360016972471,04/2024,34,YES,1,$7702,02/2010,2010,No
4199,1358,0,11,5099980998946055,02/2024,142,YES,1,$18729,03/2004,2011,No
4200,1358,1,17,5094200042825369,10/2023,696,NO,1,$80,08/2011,2011,No
4201,1358,2,29,4685370690710096,03/2024,450,YES,1,$86,06/2008,2010,No
4202,1359,0,11,5417249342822909,06/2020,471,NO,2,$20138,08/2008,2011,No
4203,1359,1,12,5972618168179479,02/2020,125,NO,1,$21335,02/2020,2020,No
4204,1359,2,7,5622260338088914,03/2022,353,YES,1,$9300,02/2020,2020,No
4205,1359,3,8,5113831870392064,02/2020,861,YES,1,$12600,02/2020,2020,No
4206,1359,4,13,5253561686917610,06/2023,467,YES,1,$12899,01/2020,2020,No
4207,1360,0,7,5892320192852356,02/2020,635,YES,2,$13500,02/2020,2020,No
4208,1360,1,24,4338567970725039,09/2024,800,YES,1,$17432,01/2020,2020,No
4209,1361,0,20,4339413642488223,12/2012,77,NO,2,$9700,09/2009,2017,No
4210,1361,1,11,5635628685160210,12/2024,168,YES,2,$13016,08/2007,2015,No
4211,1361,2,24,4378499154074856,09/2004,181,YES,2,$24459,03/1997,2009,No
4212,1362,0,17,5454433543896442,06/2023,8,YES,2,$87,06/2002,2007,No
4213,1362,1,7,5496928595053350,07/2023,165,YES,2,$13500,08/2007,2007,No
4214,1362,2,29,4958617093286807,02/2023,218,YES,2,$89,11/1997,2003,No
4215,1362,3,5,6282899513197827,11/2021,66,YES,2,$8300,09/2003,2011,No
4216,1362,4,11,5726460417448359,01/2021,26,YES,1,$24481,11/2010,2010,No
4217,1363,0,11,5118842073296429,01/2017,143,NO,1,$2808,11/2008,2013,No
4218,1363,1,24,4762563612895677,11/2014,466,YES,2,$24835,06/2011,2011,No
4219,1363,2,25,4623545252878077,12/2004,186,YES,1,$12078,10/2003,2018,No
4220,1363,3,12,5896338139736327,05/2022,578,YES,1,$6257,03/2004,2014,No
4221,1364,0,20,4067933636132210,02/2023,693,YES,1,$8400,06/2002,2010,No
4222,1364,1,5,6664949105585592,08/2020,79,YES,2,$9900,08/2014,2014,No
4223,1364,2,11,5196085406728700,12/2022,937,YES,1,$11818,02/2013,2013,No
4224,1365,0,5,6427553403865846,05/2022,298,YES,2,$11300,10/2015,2015,No
4225,1366,0,11,5744052952747615,11/2024,907,YES,1,$8833,07/2007,2016,No
4226,1366,1,1,362822137135948,10/2022,44,YES,1,$13400,12/2005,2010,No
4227,1366,2,12,5504827836625705,02/2024,847,YES,1,$30753,05/2003,2008,No
4228,1367,0,11,5385090311326949,04/2021,909,YES,2,$735,02/2020,2020,No
4229,1368,0,11,5555919926157136,02/2020,725,YES,1,$17667,03/2007,2011,No
4230,1368,1,12,5398809165910933,02/2020,379,YES,1,$14665,02/2020,2020,No
4231,1368,2,24,4266531803641466,05/2015,229,YES,2,$14392,08/2010,2011,No
4232,1369,0,7,5044418694504576,07/2021,693,YES,2,$14900,02/2013,2013,No
4233,1369,1,11,5368688278025209,10/2016,854,YES,1,$19488,11/2015,2015,No
4234,1369,2,29,4329543360913740,10/2009,540,YES,1,$84,09/2009,2009,No
4235,1369,3,20,4288018843262286,01/2016,627,YES,1,$20100,11/2008,2015,No
4236,1370,0,17,5767723037402333,03/2020,38,YES,1,$101,12/2011,2011,No
4237,1370,1,11,5364347373974586,07/2019,197,YES,1,$11372,04/2008,2009,No
4238,1370,2,12,5850047861986266,04/2017,450,YES,1,$21448,07/2013,2013,No
4239,1371,0,24,4341572026253689,03/2020,774,YES,2,$19691,09/2006,2011,No
4240,1371,1,25,4306973519740031,05/2024,139,YES,2,$14477,04/2008,2008,No
4241,1372,0,24,4516862441362746,06/2013,641,YES,2,$17559,05/2006,2006,No
4242,1372,1,25,4866682990431119,10/2023,818,YES,1,$24302,07/2010,2010,No
4243,1373,0,24,4143669555806355,11/2023,958,YES,2,$8105,11/2007,2009,No
4244,1373,1,17,5935629380160008,10/2020,160,YES,2,$59,01/2010,2011,No
4245,1373,2,20,4832180811213555,01/2021,231,YES,2,$0,04/2012,2012,No
4246,1373,3,11,5959099643778594,01/2022,625,YES,2,$15022,04/2011,2011,No
4247,1374,0,11,5796522269741792,12/2021,918,YES,2,$27677,05/2005,2006,No
4248,1375,0,24,4033834745437547,02/2020,326,YES,1,$11779,02/2020,2020,No
4249,1375,1,7,5119325503441474,01/2022,925,YES,1,$9400,01/2020,2020,No
4250,1376,0,11,5041406633994156,01/2023,155,YES,2,$17206,08/2008,2010,No
4251,1376,1,12,5907281274492244,06/2024,856,YES,1,$18235,08/2007,2007,No
4252,1376,2,13,5271523097116920,12/2020,148,YES,1,$25376,02/2020,2020,No
4253,1377,0,11,5324493090826390,11/2014,819,YES,2,$17034,04/2007,2007,No
4254,1377,1,29,4849525193834905,05/2020,704,YES,2,$33,08/2001,2009,No
4255,1377,2,24,4411367352091205,04/2020,508,YES,2,$20114,01/2009,2009,No
4256,1378,0,11,5608287824056674,09/2024,345,YES,2,$21074,05/2004,2010,No
4257,1378,1,12,5493872171755054,12/2016,757,YES,2,$17522,02/2011,2011,No
4258,1378,2,13,5130385664990830,05/2021,256,YES,2,$18547,12/2005,2007,No
4259,1378,3,7,5010223259259255,07/2022,664,YES,1,$11700,03/2007,2012,No
4260,1379,0,20,4336242728631012,10/2020,263,YES,1,$14600,12/2007,2008,No
4261,1379,1,21,4605343796235504,03/2022,188,YES,1,$4600,07/2000,2011,No
4262,1379,2,7,5009312174031051,07/2022,172,YES,1,$13200,12/2011,2011,No
4263,1379,3,11,5359109609282459,05/2023,933,YES,2,$21701,06/2006,2007,No
4264,1379,4,29,4733359418335581,09/2021,67,YES,2,$4,09/2004,2008,No
4265,1380,0,7,5278231764792292,06/2024,396,YES,1,$11600,01/1994,2013,No
4266,1380,1,17,5463279277464700,01/2021,63,YES,2,$99,06/2010,2011,No
4267,1380,2,8,5413639113191403,04/2022,398,YES,2,$4200,01/2008,2008,No
4268,1380,3,11,5157919465684899,02/2017,587,YES,2,$21988,09/2013,2013,No
4269,1381,0,24,4525502702319981,01/2020,780,YES,2,$12186,01/2020,2020,No
4270,1382,0,1,325568769110415,12/2020,220,YES,1,$8900,10/2006,2011,No
4271,1382,1,2,322453324871897,07/2015,164,YES,2,$4000,08/2013,2013,No
4272,1382,2,20,4152641013108396,06/2023,561,YES,2,$10200,05/2009,2009,No
4273,1382,3,11,5352993424347809,01/2022,551,YES,2,$5649,02/2008,2016,No
